stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0,1.41,0.28,0,0.28,1.13,0.28,0,0
21Day,0,0,0.37,0,1.85,0.37,0,0,0.74
3Month,0,2.91,0.1,1.66,10.4,0.1,0,0.1,0.1
22Month,0.14,0.96,0,0.14,2.32,0,0,0,0.14
