stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,1.97,0.28,0,0.56,0.85,0,2.54
21Day,3.7,0,0,0.74,0.74,0,5.55
3Month,0.94,0,0.21,0.31,0.1,0.1,0.42
22Month,0.55,0,0,0,0.14,0,0
