stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,3,0,0,0,1,2,0,1
72hpf,0,0.56,0.28,0,0,1.41,0,0,0.85
21Day,0,0.74,0,0,0,0.37,0,0.37,0.37
3Month,0.1,4.68,0.1,13.63,1.04,0.21,0,0,0.73
22Month,0.14,0.27,0,0,0.14,0,0.14,0,0.14
