stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,1,0,1,0,0,0
72hpf,0,0,0,0.56,5.36,0,0,1.13
21Day,2.59,1.11,1.11,0.74,1.11,0,0,1.48
3Month,3.12,0.21,1.56,0,0,0,0.1,0.31
22Month,1.64,0,2.6,0,0,0.14,0,0
