stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,22,0,0,1,2,117,1,0,60
72hpf,1.69,18.88,3.95,0,1.41,12.68,447.57,0.56,0.28,126.55
21Day,0.74,12.58,7.4,0,3.33,8.88,105.82,0,5.55,83.25
3Month,0.21,7.28,0.1,7.18,3.22,2.29,1.35,0,0.21,27.77
22Month,0.68,15.58,0.14,1.5,1.78,0.55,0.96,0.96,0.27,12.3
