stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,1
72hpf,0,0,0,0,6.2,0,0.56
21Day,0,0,0.37,0,0,0,0
3Month,3.64,68.96,1.35,0.1,2.39,0.42,0.52
22Month,1.23,14.35,0,0.14,0.55,0.27,0.27
