stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,1,0,5,0,2
72hpf,1.13,0,0,0,0,0.56,0,0.28
21Day,1.11,0,0,0,0,0.74,0,0.37
3Month,4.06,0.1,0.1,0.42,0,0,0,0
22Month,9.29,0,0.14,0.68,0.14,0,0.55,0.14
