stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,6,0,0,1
72hpf,1.69,0.85,0,0,0.28,53.27,0,0,4.23
21Day,0.74,0.37,0,0,0,16.28,0,0,3.33
3Month,4.89,0,1.25,0.62,0,0.83,0,0.42,0.31
22Month,3.83,0,0,0.96,0.14,0.68,0.27,0.41,0.55
