stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,15,0,40
72hpf,0,0.28,0,0,3.38,5.64,0,9.02
21Day,0,3.33,0,0.37,7.77,2.22,0.37,1.48
3Month,0.31,1.25,0.52,0.21,3.43,0.1,0.1,0.62
22Month,1.64,2.46,0.96,0.41,2.46,0.41,0.14,0.55
