stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,244,0,0,0,0,13,0,0
72hpf,134.16,0.85,0,0,0.28,10.43,0,3.38
21Day,113.96,2.22,0,1.48,0.37,5.92,1.11,3.7
3Month,16.75,0,0.1,0.42,0.1,0,0,0.1
