stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,2,0
72hpf,0.85,0,0.56,0.85
21Day,1.11,0.37,0,0
3Month,1.35,0.1,0,0
22Month,1.5,0,0,0
