stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,3,0,1
72hpf,0.56,0,0,0.28,0.28,6.2,0,1.13
21Day,4.44,0.37,0,2.59,0.74,3.33,0.74,1.11
3Month,12.69,0.1,0.73,5.41,0.42,0.73,0.52,0.52
22Month,5.19,0,0.27,2.05,0.27,0.14,0,0.14
