stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,10,0,5,1,141,0,0,12
72hpf,0.28,4.23,0.56,0.28,1.69,37.49,0.56,0,3.66
21Day,0,5.55,1.85,0.37,1.11,5.92,0,0.74,2.59
22Month,0.55,23.5,0.41,26.37,0.41,0.41,1.78,0.27,2.19
