stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,0,0,0,0,2.25,0,0,0.28
21Day,0,1.85,0.74,0.37,1.48,1.85,0,0.37,6.29
3Month,0,8.22,0.42,0.42,2.18,0.21,0,0.1,1.35
22Month,0.55,6.29,0.55,0.82,2.32,0,0.14,0,2.6
