stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,3.1,0,0
21Day,0,0,0,1.85,0,0.37
3Month,0.83,0.83,0.42,0.1,0.1,0
22Month,0.27,0,0,0,0,0
