stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0
72hpf,1.97,0,0,0.28,0,0
21Day,1.11,0.37,0.37,1.11,0.37,0.37
3Month,10.71,0.1,0.52,0,0,0.21
22Month,11.48,0,0,0,0,0
