stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,3,0
72hpf,1.69,0.28,0,0,0,0.85,1.41
21Day,5.55,0.37,0,0,0,0.74,3.33
3Month,3.02,0,1.04,0.21,0.31,1.25,0.52
