stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0.56,0,0,0,0.28,0
21Day,0,0.37,0,0,0.37,0.74
22Month,1.91,0,0.41,0.14,0.14,0.27
