stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0.28,0,0,0
21Day,0,0,0,0,0.37,0,0,1.11
3Month,0.21,0,0.21,0,0,0,0.1,0
22Month,0.27,0,0,0.27,0,0.14,0,0
