stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
24hpf,0,0,0,0,0,0,1
21Day,0,2.96,0.37,0,0.37,0,0.37
3Month,0.1,2.7,0.1,0.31,0.31,0.21,0
22Month,0,0.14,0,0.55,0,0,0.14
