stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8,0,0,0,10,0,0,0
72hpf,0,25.65,0,0,0,1.69,0,0,0.56
21Day,0.37,40.33,0.37,1.48,0.74,1.48,0,0.37,2.22
3Month,0.1,12.27,1.46,4.89,0.73,0.1,0,0.1,0.62
22Month,0.14,11.62,1.78,4.51,0.41,0.41,0.68,0.55,0.41
