stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,1,0,0,1,0
72hpf,0,0,0,0.56,0.28
21Day,1.11,0,0,1.11,0
3Month,2.39,0.1,0.1,0,0
22Month,5.47,0,0,0,0
