stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,0,0,0
72hpf,0,0.85,0,0,0.28,0
21Day,0,0.37,0,0,1.11,0
3Month,0,2.6,1.66,0.1,0,0.1
