stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,1,0,0,0,0,0
72hpf,0,0,0,0,0,0,1.69,0.28
21Day,0,0.37,0,0,0,0,0.74,0.37
3Month,0,3.43,0.1,0.42,0.94,0.42,0.21,0
22Month,0.41,2.73,0,0.14,1.37,0.27,0.41,0.41
