stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,7,0,3,1,2,1,0,1
72hpf,3.95,0,0.28,0,1.97,0.28,0,0.56
21Day,2.59,0.74,1.85,0.74,0.74,0,0.37,1.11
3Month,0.31,0,1.35,0,0,0,0.1,0.1
22Month,0.41,0,2.32,0,0,0,0,0
