stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0.37,0.37,0.37,0,0.37,0,9.25,0.37
3Month,0,1.77,0,0.42,1.25,0.31,6.55,0.31
22Month,0,1.23,0,0.55,0.27,0,0.41,0
