stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,23,0,0,0
72hpf,0.56,0.28,0,0,0,8.74,0,0,0.28
21Day,0,1.48,0.37,0,0,5.55,0,0.37,0
3Month,0,0.73,0.52,0.42,0,0.21,0.1,0,0.1
22Month,0.14,0.96,1.23,0.68,0.14,0.41,0.27,0,0.27
