stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,5,0,0
72hpf,0.56,0.28,0,24.24,0,0.56
21Day,0.37,0.74,0.37,12.95,0.37,1.48
