stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,5,1,0,0,2
72hpf,0,0,0,0.56,0.28,0,0.28
21Day,0,0.37,1.48,0,17.39,0,0.37
3Month,0.1,0,0.1,0,0,0,0
22Month,0.68,0,0,0,0,0.14,0
