stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,7,0,0
72hpf,0,0,0,0,5.64,0,2.54
21Day,0,0,0,0,3.7,0,0.74
3Month,2.08,4.26,1.25,0.21,0,0,0.42
22Month,5.88,0,1.23,0,0,0.41,0.27
