stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,0,0.28,0,0
21Day,0,0,0,0,0.74,0,0,0
3Month,0.1,0.83,0.1,0.42,5.51,0,0,0
22Month,0.14,0.96,0,0.14,2.46,0,0.14,0.14
