stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0.56,0,0,0,3.66,0.28
21Day,0.37,0,0,0,0.37,0
3Month,0.31,0,0,0.1,0.31,0
22Month,2.05,0.14,0.14,0.14,0,0
