stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,0,3,0,10,0,0
72hpf,0,1.97,1.41,0,0,0.85,23.96,0,1.97
21Day,0.37,2.22,1.11,0.37,0.74,1.11,26.27,0.74,2.22
3Month,0.31,4.78,0,2.5,0.52,0.42,0.21,0.31,0.94
22Month,0.27,8.06,0,0.96,0.96,0.27,0.14,0,1.09
