stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,1,0,0,0
72hpf,0,0,0.28,0,1.69,0,0,0.85
21Day,1.11,0,0,0.74,2.22,0,0.37,0.74
3Month,1.98,0.31,0.94,0.1,3.33,0,0.42,0.21
22Month,6.01,0.41,1.64,0.14,1.64,0.55,0.14,0.14
