stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,4,0,3
72hpf,0,0,0.28,0,0,9.86,0,0
21Day,0,0,0,0,0,8.88,0,1.11
3Month,0.1,0.73,0,0.21,0.21,0.1,0,0
22Month,0,0.68,0,0.96,0,0,0.14,0.27
