stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,10,0,2,0,0
72hpf,0,0,0.28,0,0.28,0.28,8.74,0,0.85
21Day,0,1.11,0,0,1.48,0,3.7,0,0.37
3Month,0.1,4.06,0,4.99,30.58,0.21,0,0,0.21
22Month,0,1.64,0.14,0.27,18.45,0,0,0.14,0.14
