stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,4.79,0,0.28,0.28
21Day,1.11,0.74,1.85,4.07,0,1.48,0.74
22Month,0.27,0,0,0.14,0.27,0,0.14
