stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,9,0,0
72hpf,0,0,0,0,0.85,1.69,0,0
21Day,0.74,0,0,0,0.37,7.77,0,0.74
3Month,8.32,0.21,0.31,0.73,0,0,0,0.1
22Month,0.68,0,0,0.41,0,0,0.14,0.14
