stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0.28,0,1.13,0.28,0,1.69
21Day,0,1.48,0,0,29.23,0.37,1.11,5.92
3Month,0.31,0.42,0,0.42,2.6,0,0,1.87
22Month,0.27,0.68,0,0.14,0.82,0,0,1.37
