stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
21Day,0.37,0.74,0,4.44,1.11,0.37,0.37
3Month,0.52,0,1.04,1.14,0,0,0
22Month,0.68,0,0.68,0,0,0,0
