stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0
72hpf,0,0,0,2.25,0,0.28
3Month,0.73,0.21,0.1,0,0.1,0
22Month,0.41,0,0,0,0,0
