stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,13,0,0,0
72hpf,0,0,0,0,0,1.69,0,0,0.28
21Day,0,0,0,0,0.37,0.37,0,0,0
3Month,0.1,3.22,0,2.7,0.1,0,0,0.1,0.21
22Month,0,8.61,0.14,2.19,0.27,0,0.27,0.41,0
