stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0
3Month,13.83,0.21,0.94,1.77,0,0.1,1.04
22Month,4.92,0.27,0,0.14,0,0.14,0
