stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,1.11,0,0,0,0,0,0,0
3Month,4.78,1.56,0.62,0.21,0,0,0.21,0.21
22Month,4.37,1.23,0.68,0.14,0.14,0.14,0.14,0.14
