stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,1,0,1,0
72hpf,0.28,0,0,0.56,0.28,0
21Day,0.74,0.74,0,0.37,1.85,0.37
