stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,2,0,1
72hpf,0.28,0,0,0,3.66,5.36,0,1.41
21Day,0.74,0.37,0,0,2.96,2.22,0.37,1.85
3Month,0.73,0,1.04,0.42,0.1,0.1,0,0.1
