stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.56,0.56,0,0,0,1.69,0
21Day,0.74,1.11,0,0.37,0.37,0,0.74
3Month,3.85,0,3.22,0.62,0.1,0.21,0.1
22Month,2.6,0,4.1,0.96,0.41,0,0.27
