stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4,0,0
72hpf,0.85,0.28,0,0.28,25.37,0,0.28
21Day,0.37,0,0,0,11.47,1.11,0.37
3Month,0.21,0,0,0,0.1,0,0
22Month,0.82,0.14,0.14,0,0,0,0.41
