stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,3,0,0,0
72hpf,0,0,0,0,1.13,0,0,0
21Day,0,0,0,0.37,0,0,0,0
3Month,3.74,0,0.94,4.06,0.1,0,0.21,0.42
22Month,15.3,0.14,1.09,4.37,0.27,0.96,0.41,0.82
