stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,0.37,0,0,0,0,0
3Month,3.22,58.87,0.73,0.21,0.42,0.42,0.31
22Month,0.14,0.27,0,0,0,0,0
