stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,4,0
72hpf,4.23,0.56,0,0,0.85,8.17,0.28
21Day,0.37,0,0.37,0.37,0,4.07,0.74
3Month,0.31,0,0.31,0,0,0,0
22Month,0.41,0.14,0,0.14,0,0,0
