stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,1,0,0
72hpf,0,0,0,0,0.85,0,0,0,0
3Month,0,1.35,0.21,0.42,0.83,0,0,0.21,0.1
22Month,0.27,5.47,0.14,0,7.93,0.55,0.55,0.14,0.14
