stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,1,0
72hpf,0,0.85,0,0.28,1.69,0,0.28,0.28
21Day,0.37,0.74,0.37,0,2.96,0,0.37,0.37
3Month,0,0.62,0.21,0,0,0,0,0
22Month,0,2.73,0.82,0,0,0.14,0,0.14
