stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,6,21,0,0,5,2,98,1,23
72hpf,0,6.76,0,0,0,0.28,3.95,0,0
21Day,0.37,0,0,0,0,0,0.74,0,0.37
22Month,0.96,4.1,0.14,9.29,1.64,0.14,0,0.41,0.68
