stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,1
72hpf,0,0.56,0,0,0,0.85,0,0,0
21Day,0,0.37,0.37,0,0,1.11,0,0,1.11
3Month,0,1.25,0,0.21,0.73,0.1,0,0.1,0
22Month,0.27,8.61,0,0.41,1.64,0,0.55,0,0.41
