stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0,0,0.56,9.02,0,0
21Day,0,0.37,0,0,7.77,0,1.11
3Month,0.42,0,0.21,0,0,0,0
22Month,0.14,0,0,0,0,0.14,0.14
