stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0,0
21Day,0,0.74,0,0.74,0,0,0,0
3Month,0,0.83,0,0.52,0,0,0,0.1
22Month,0.55,14.21,0.41,3.14,0.55,12.16,0.55,0.55
