stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0,0,0
21Day,0,0,0,0,2.59,0,0.74
3Month,0,1.87,0.21,0.21,3.02,0.21,0
22Month,0,0.96,0,0,0.68,0,0
