stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,8,0,1,0,0,0
72hpf,0,0,1.13,0,0.28,0,0,0
21Day,0,1.48,12.58,0.37,0,0,0.37,0
3Month,0.1,1.14,6.87,0.1,0.1,0,0.1,0
22Month,0.14,3.28,4.65,0,0.14,0.14,0,0.41
