stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,1.41,0,0.28
21Day,0,0,0,0,0.74,0,0
3Month,0,0.21,0.31,0,0,0,0
22Month,0.14,9.98,0,1.37,0.41,1.78,0.14
