stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,0,0,0,0,0.28,0.85,0
3Month,0.21,2.08,4.16,1.14,0.52,0.1,0.21
