stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,1.97,0,0,0.28,0
21Day,0,0,0,0,0,0.37
3Month,0.21,0,1.56,0.1,0,0.1
