stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,0
72hpf,0,0.56,0,0,0,1.41,0
21Day,0,0.74,0,0,0,0,0
3Month,0.42,12.9,4.78,1.04,6.35,0.21,0.73
22Month,0,3.28,0.14,0.41,1.5,0,0
