stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,5,0,0,0
72hpf,0.56,0,0,0,0.85,0,0,0.28
21Day,1.48,0,0,0,0,0,0,0.37
3Month,3.12,0.31,0.83,0.31,0,0,0,0.1
22Month,4.1,0.14,0.55,0.14,0.14,0.41,0.14,0.14
